yearmonth,location,site,plot,category,percentcover,period
2021,Maguey,28,74,sand-rubble,0.36541353383458647,baseline
2021,Maguey,28,74,seagrass,0.008749145591250854,baseline
2021,Maguey,28,74,tools,0.048530416951469584,baseline
2021,Maguey,28,74,zoanthid,5.468215994531784e-4,baseline
2021,Maguey,28,76,coral,0.010514541387024609,baseline
2021,Maguey,28,76,gorgonian,0.052796420581655484,baseline
2021,Maguey,28,76,algae,0.08299776286353468,baseline
2021,Maguey,28,76,other,0.0015659955257270694,baseline
2021,Maguey,28,76,sponge,0.05570469798657718,baseline
2021,Maguey,28,76,sand-rubble,0.7686800894854586,baseline
2021,Maguey,28,76,seagrass,2.2371364653243848e-4,baseline
2021,Maguey,28,76,tools,0.027516778523489934,baseline
2021,Maguey,38,57,coral,0.002412280701754386,baseline
2021,Maguey,38,57,gorgonian,0.001973684210526316,baseline
2021,Maguey,38,57,algae,0.28399122807017546,baseline
2021,Maguey,38,57,other,8.771929824561404e-4,baseline
2021,Maguey,38,57,sponge,0.05307017543859649,baseline
2021,Maguey,38,57,sand-rubble,0.6462719298245614,baseline
2021,Maguey,38,57,tools,0.011403508771929825,baseline
2021,Maguey,38,58,coral,0.008167770419426049,baseline
2021,Maguey,38,58,gorgonian,0.0075055187637969095,baseline
2021,Maguey,38,58,algae,0.1664459161147903,baseline
2021,Maguey,38,58,other,0.0015452538631346578,baseline
2021,Maguey,38,58,sponge,0.07240618101545254,baseline
2021,Maguey,38,58,sand-rubble,0.7357615894039735,baseline
2021,Maguey,38,58,seagrass,0.0013245033112582781,baseline
2021,Maguey,38,58,tools,0.006843267108167771,baseline
2021,Maguey,38,59,coral,0.00808080808080808,baseline
2021,Maguey,38,59,gorgonian,0.014141414141414142,baseline
2021,Maguey,38,59,algae,0.30747474747474746,baseline
2021,Maguey,38,59,other,0.006868686868686869,baseline
2021,Maguey,38,59,sponge,0.03838383838383838,baseline
2021,Maguey,38,59,sand-rubble,0.6056565656565657,baseline
2021,Maguey,38,59,seagrass,0.0022222222222222222,baseline
2021,Maguey,38,59,tools,0.01717171717171717,baseline
2021,Maguey,38,60,coral,0.01033868092691622,baseline
2021,Maguey,38,60,gorgonian,0.018300653594771243,baseline
2021,Maguey,38,60,algae,0.5644682115270351,baseline
2021,Maguey,38,60,other,0.03339275103980986,baseline
2021,Maguey,38,60,sponge,0.0081996434937611409,baseline
2021,Maguey,38,60,sand-rubble,0.3387997623291741,baseline
2021,Maguey,38,60,seagrass,0.0023767082590612004,baseline
2021,Maguey,38,60,tools,0.024004753416518122,baseline
2021,Maguey,38,60,zoanthid,1.1883541295306001e-4,baseline
2021,Maguey,43,65,coral,0.013203463203463203,baseline
2021,Maguey,43,65,gorgonian,0.024350649350649352,baseline
2021,Maguey,43,65,algae,0.4487012987012987,baseline
2021,Maguey,43,65,other,0.006926406926406926,baseline
2021,Maguey,43,65,sponge,0.005086580086580086,baseline
2021,Maguey,43,65,sand-rubble,0.4812770562770563,baseline
2021,Maguey,43,65,seagrass,7.575757575757576e-4,baseline
2021,Maguey,43,65,tools,0.019696969696969695,baseline
2021,Maguey,43,66,coral,0.0038929440389294406,baseline
2021,Maguey,43,66,gorgonian,0.023114355231143552,baseline
2021,Maguey,43,66,algae,0.2727493917274939,baseline
2021,Maguey,43,66,other,0.0017031630170316302,baseline
2021,Maguey,43,66,sponge,0.043552311435523114,baseline
2021,Maguey,43,66,sand-rubble,0.64330900243309,baseline
2021,Maguey,43,66,tools,0.01167883211678832,baseline
2021,Maguey,43,67,coral,0.004691358024691358,baseline
2021,Maguey,43,67,gorgonian,0.024691358024691357,baseline
2021,Maguey,43,67,algae,0.31876543209876546,baseline
2021,Maguey,43,67,other,9.876543209876543e-4,baseline
2021,Maguey,43,67,sponge,0.0362962962962963,baseline
2021,Maguey,43,67,sand-rubble,0.6027160493827161,baseline
2021,Maguey,43,67,seagrass,4.938271604938272e-4,baseline
2021,Maguey,43,67,tools,0.011358024691358024,baseline
2021,Maguey,43,68,coral,0.00960960960960961,baseline
2021,Maguey,43,68,gorgonian,0.02252252252252252,baseline
2021,Maguey,43,68,algae,0.3216216216216216,baseline
2021,Maguey,43,68,other,0.006306306306306306,baseline
2021,Maguey,43,68,sponge,0.02072072072072072,baseline
2021,Maguey,43,68,sand-rubble,0.6051051051051051,baseline
2021,Maguey,43,68,seagrass,0.0024024024024024023,baseline
2021,Maguey,43,68,tools,0.011711711711711712,baseline
2021,Maguey,45,85,coral,0.011948051948051949,baseline
2021,Maguey,45,85,gorgonian,0.004675324675324675,baseline
2021,Maguey,45,85,algae,0.1344155844155844,baseline
2021,Maguey,45,85,other,0.008441558441558441,baseline
2021,Maguey,45,85,sponge,0.026493506493506493,baseline
2021,Maguey,45,85,sand-rubble,0.808051948051948,baseline
2021,Maguey,45,85,tools,0.0059740259740259745,baseline
2021,Maguey,45,87,coral,0.00894187779433681,baseline
2021,Maguey,45,87,gorgonian,0.0020864381520119225,baseline
2021,Maguey,45,87,algae,0.15042225534028814,baseline
2021,Maguey,45,87,other,0.006159960258320914,baseline
2021,Maguey,45,87,sponge,0.07064083457526081,baseline
2021,Maguey,45,87,sand-rubble,0.7461500248385494,baseline
2021,Maguey,45,87,tools,0.015201192250372579,baseline
2021,Maguey,45,87,zoanthid,3.974167908594138e-4,baseline
2021,Maguey,45,88,coral,0.0042884990253411305,baseline
2021,Maguey,45,88,gorgonian,0.003703703703703704,baseline
2021,Maguey,45,88,algae,0.17758284600389865,baseline
2021,Maguey,45,88,other,0.0013645224171539962,baseline
2021,Maguey,45,88,sponge,0.06530214424951267,baseline
2021,Maguey,45,88,sand-rubble,0.712280701754386,baseline
2021,Maguey,45,88,tools,0.0354775828460039,baseline
2021,Maguey,48,49,coral,0.003284072249589491,baseline
2021,Maguey,48,49,gorgonian,0.01264367816091954,baseline
2021,Maguey,48,49,algae,0.2817733990147783,baseline
2021,Maguey,48,49,other,0.0031198686371100163,baseline
2021,Maguey,48,49,sponge,0.011822660098522168,baseline
2021,Maguey,48,49,sand-rubble,0.667816091954023,baseline
2021,Maguey,48,49,tools,0.01954022988505747,baseline
2021,Maguey,48,51,coral,0.007246376811594203,baseline
2021,Maguey,48,51,gorgonian,0.020471014492753622,baseline
2021,Maguey,48,51,algae,0.3076086956521739,baseline
2021,Maguey,48,51,other,0.002173913043478261,baseline
2021,Maguey,48,51,sponge,0.03804347826086957,baseline
2021,Maguey,48,51,sand-rubble,0.616304347826087,baseline
2021,Maguey,48,51,seagrass,3.6231884057971015e-4,baseline
2021,Maguey,48,51,tools,0.0077898550724637685,baseline
2021,Maguey,48,52,coral,0.004166666666666667,baseline
2021,Maguey,48,52,gorgonian,0.01434108527131783,baseline
2021,Maguey,48,52,algae,0.2756782945736434,baseline
2021,Maguey,48,52,other,8.720930232558139e-4,baseline
2021,Maguey,48,52,sponge,0.02180232558139535,baseline
2021,Maguey,48,52,sand-rubble,0.664922480620155,baseline
2021,Maguey,48,52,tools,0.01821705426356589,baseline
2021,Maguey,73,77,coral,0.026486013986013985,baseline
2021,Maguey,73,77,gorgonian,0.038286713286713285,baseline
2021,Maguey,73,77,algae,0.15541958041958043,baseline
2021,Maguey,73,77,other,0.027534965034965036,baseline
2021,Maguey,73,77,sponge,0.07438811188811188,baseline
2021,Maguey,73,77,sand-rubble,0.6634615384615384,baseline
2021,Maguey,73,77,tools,0.0125,baseline
2021,Maguey,73,77,zoanthid,0.0019230769230769232,baseline
2021,Maguey,73,78,coral,0.015272727272727273,baseline
2021,Maguey,73,78,gorgonian,0.060121212121212124,baseline
2021,Maguey,73,78,algae,0.2046060606060606,baseline
2021,Maguey,73,78,other,0.013333333333333334,baseline
2021,Maguey,73,78,sponge,0.10278787878787879,baseline
2021,Maguey,73,78,sand-rubble,0.5694545454545454,baseline
2021,Maguey,73,78,tools,0.02484848484848485,baseline
2021,Maguey,73,78,zoanthid,0.009575757575757576,baseline
2021,Maguey,73,79,coral,0.008823529411764706,baseline
2021,Maguey,73,79,gorgonian,0.045588235294117645,baseline
2021,Maguey,73,79,algae,0.13218954248366013,baseline
2021,Maguey,73,79,other,0.0058823529411764705,baseline
2021,Maguey,73,79,sponge,0.052941176470588235,baseline
2021,Maguey,73,79,sand-rubble,0.7439542483660131,baseline
2021,Maguey,73,79,tools,0.010620915032679739,baseline
2021,Maguey,74,93,coral,0.0037473976405274115,baseline
2021,Maguey,74,93,gorgonian,0.0011103400416377516,baseline
2021,Maguey,74,93,algae,0.1566967383761277,baseline
2021,Maguey,74,93,other,0.02359472588480222,baseline
2021,Maguey,74,93,sponge,0.011519777931991673,baseline
2021,Maguey,74,93,sand-rubble,0.7844552394170715,baseline
2021,Maguey,74,93,tools,0.0183206106870229,baseline
2021,Maguey,74,93,zoanthid,5.551700208188758e-4,baseline
2021,Maguey,74,94,coral,0.008977272727272728,baseline
2021,Maguey,74,94,gorgonian,0.004318181818181818,baseline
2021,Maguey,74,94,algae,0.22875,baseline
2021,Maguey,74,94,other,0.030795454545454546,baseline
2021,Maguey,74,94,sponge,0.030568181818181817,baseline
2021,Maguey,74,94,sand-rubble,0.6752272727272727,baseline
2021,Maguey,74,94,tools,0.02125,baseline
2021,Maguey,74,94,zoanthid,1.1363636363636364e-4,baseline
2021,Maguey,74,95,coral,0.010167130919220056,baseline
2021,Maguey,74,95,gorgonian,0.006406685236768802,baseline
2021,Maguey,74,95,algae,0.10083565459610028,baseline
2021,Maguey,74,95,other,0.011420612813370474,baseline
2021,Maguey,74,95,sponge,0.05181058495821727,baseline
2021,Maguey,74,95,sand-rubble,0.8139275766016713,baseline
2021,Maguey,74,95,tools,0.003064066852367688,baseline
2021,Maguey,74,95,zoanthid,0.0023676880222841226,baseline
2021,Maguey,74,96,coral,0.009177592371871275,baseline
2021,Maguey,74,96,gorgonian,0.004171632896305125,baseline
2021,Maguey,74,96,algae,0.07735399284862932,baseline
2021,Maguey,74,96,other,0.026936829558998808,baseline
2021,Maguey,74,96,sponge,0.019189511323003575,baseline
2021,Maguey,74,96,sand-rubble,0.8504171632896305,baseline
2021,Maguey,74,96,tools,0.01203814064362336,baseline
2021,Maguey,74,96,zoanthid,7.151370679380214e-4,baseline
2021,Maguey,8,69,coral,0.015920398009950248,baseline
2021,Maguey,8,69,gorgonian,0.02736318407960199,baseline
2021,Maguey,8,69,algae,0.1325870646766169,baseline
2021,Maguey,8,69,other,0.003980099502487562,baseline
2021,Maguey,8,69,sponge,0.0890547263681592,baseline
2021,Maguey,8,69,sand-rubble,0.71318407960199,baseline
2021,Maguey,8,69,seagrass,7.462686567164179e-4,baseline
2021,Maguey,8,69,tools,0.017164179104477612,baseline
2021,Maguey,8,70,coral,0.01260053619302949,baseline
2021,Maguey,8,70,gorgonian,0.03176943699731904,baseline
2021,Maguey,8,70,algae,0.1920911528150134,baseline
2021,Maguey,8,70,other,0.003485254691689008,baseline
2021,Maguey,8,70,sponge,0.03351206434316354,baseline
2021,Maguey,8,70,sand-rubble,0.7201072386058981,baseline
2021,Maguey,8,70,tools,0.006434316353887399,baseline
2021,Maguey,8,71,coral,0.016791979949874688,baseline
2021,Maguey,8,71,gorgonian,0.06090225563909774,baseline
2021,Maguey,8,71,algae,0.18847117794486215,baseline
2021,Maguey,8,71,other,5.012531328320802e-4,baseline
2021,Maguey,8,71,sponge,0.0974937343358396,baseline
2021,Maguey,8,71,sand-rubble,0.6082706766917293,baseline
2021,Maguey,8,71,tools,0.02756892230576441,baseline
2021,Maguey,8,72,coral,0.017746325530756668,baseline
2021,Maguey,8,72,gorgonian,0.0366902558519325,baseline
2021,Maguey,8,72,algae,0.1463255307566685,baseline
2021,Maguey,8,72,other,0.002939575394665215,baseline
2021,Maguey,8,72,sponge,0.025694066412629286,baseline
2021,Maguey,8,72,sand-rubble,0.7397931409907458,baseline
2021,Maguey,8,72,tools,0.030811105062602068,baseline
2021,Tampico,1,14,coral,0.02288961038961039,baseline
2021,Tampico,1,14,gorgonian,0.033279220779220776,baseline
2021,Tampico,1,14,algae,0.36444805194805197,baseline
2021,Tampico,1,14,other,0.003409090909090909,baseline
2021,Tampico,1,14,sponge,0.00762987012987013,baseline
2021,Tampico,1,14,sand-rubble,0.5293831168831169,baseline
2021,Tampico,1,14,tools,0.03896103896103896,baseline
2021,Tampico,1,15,coral,0.019409282700421943,baseline
2021,Tampico,1,15,gorgonian,0.022362869198312235,baseline
2021,Tampico,1,15,algae,0.0989451476793249,baseline
2021,Tampico,1,15,other,6.329113924050633e-4,baseline
2021,Tampico,1,15,sponge,0.06856540084388185,baseline
2021,Tampico,1,15,sand-rubble,0.7778481012658228,baseline
2021,Tampico,1,15,tools,0.012236286919831224,baseline
2021,Tampico,1,16,coral,0.026683501683501684,baseline
2021,Tampico,1,16,gorgonian,0.05446127946127946,baseline
2021,Tampico,1,16,algae,0.14166666666666666,baseline
2021,Tampico,1,16,other,0.004545454545454545,baseline
2021,Tampico,1,16,sponge,0.1202020202020202,baseline
2021,Tampico,1,16,sand-rubble,0.6334175084175084,baseline
2021,Tampico,1,16,tools,0.019023569023569022,baseline
2021,Tampico,20,9,coral,0.0361244019138756,baseline
2021,Tampico,20,9,gorgonian,0.07440191387559808,baseline
2021,Tampico,20,9,algae,0.37822966507177036,baseline
2021,Tampico,20,9,other,0.008971291866028708,baseline
2021,Tampico,20,9,sponge,0.00944976076555024,baseline
2021,Tampico,20,9,sand-rubble,0.4394736842105263,baseline
2021,Tampico,20,9,tools,0.053110047846889955,baseline
2021,Tampico,20,9,zoanthid,2.3923444976076556e-4,baseline
2021,Tampico,20,10,coral,0.04368070953436807,baseline
2021,Tampico,20,10,gorgonian,0.08481152993348115,baseline
2021,Tampico,20,10,algae,0.3924611973392461,baseline
2021,Tampico,20,10,other,0.010532150776053215,baseline
2021,Tampico,20,10,sponge,0.011862527716186252,baseline
2021,Tampico,20,10,sand-rubble,0.39379157427937916,baseline
2021,Tampico,20,10,tools,0.06286031042128604,baseline
2021,Tampico,20,11,coral,0.031187790311877902,baseline
2021,Tampico,20,11,gorgonian,0.026675514266755143,baseline
2021,Tampico,20,11,algae,0.46728599867285997,baseline
2021,Tampico,20,11,other,0.00504313205043132,baseline
2021,Tampico,20,11,sponge,0.007962840079628402,baseline
2021,Tampico,20,11,sand-rubble,0.42242866622428665,baseline
2021,Tampico,20,11,tools,0.03941605839416058,baseline
2021,Tampico,20,12,coral,0.01434659090909091,baseline
2021,Tampico,20,12,gorgonian,0.03565340909090909,baseline
2021,Tampico,20,12,algae,0.46448863636363635,baseline
2021,Tampico,20,12,other,0.021164772727272727,baseline
2021,Tampico,20,12,sponge,0.008522727272727272,baseline
2021,Tampico,20,12,sand-rubble,0.40397727272727274,baseline
2021,Tampico,20,12,tools,0.05184659090909091,baseline
2021,Tampico,22,33,coral,0.015468409586056645,baseline
2021,Tampico,22,33,gorgonian,0.040740740740740744,baseline
2021,Tampico,22,33,algae,0.1803921568627451,baseline
2021,Tampico,22,33,other,0.002178649237472767,baseline
2021,Tampico,22,33,sponge,0.14248366013071895,baseline
2021,Tampico,22,33,sand-rubble,0.5786492374727669,baseline
2021,Tampico,22,33,tools,0.04008714596949891,baseline
2021,Tampico,22,34,coral,0.010176991150442478,baseline
2021,Tampico,22,34,gorgonian,0.03657817109144543,baseline
2021,Tampico,22,34,algae,0.26194690265486725,baseline
2021,Tampico,22,34,other,0.002064896755162242,baseline
2021,Tampico,22,34,sponge,0.13657817109144543,baseline
2021,Tampico,22,34,sand-rubble,0.5253687315634218,baseline
2021,Tampico,22,34,seagrass,1.4749262536873156e-4,baseline
2021,Tampico,22,34,tools,0.027138643067846607,baseline
2021,Tampico,22,35,coral,0.020945945945945947,baseline
2021,Tampico,22,35,gorgonian,0.036036036036036036,baseline
2021,Tampico,22,35,algae,0.34797297297297297,baseline
2021,Tampico,22,35,other,0.005855855855855856,baseline
2021,Tampico,22,35,sponge,0.12364864864864865,baseline
2021,Tampico,22,35,sand-rubble,0.4412162162162162,baseline
2021,Tampico,22,35,seagrass,2.2522522522522523e-4,baseline
2021,Tampico,22,35,tools,0.0240990990990991,baseline
2021,Tampico,22,36,coral,0.019831223628691982,baseline
2021,Tampico,22,36,gorgonian,0.03776371308016878,baseline
2021,Tampico,22,36,algae,0.3725738396624473,baseline
2021,Tampico,22,36,sponge,0.13143459915611813,baseline
2021,Tampico,22,36,sand-rubble,0.4073839662447257,baseline
2021,Tampico,22,36,seagrass,0.002531645569620253,baseline
2021,Tampico,22,36,tools,0.028481012658227847,baseline
2021,Tampico,23,45,coral,0.012686567164179104,baseline
2021,Tampico,23,45,gorgonian,0.009950248756218905,baseline
2021,Tampico,23,45,algae,0.16517412935323383,baseline
2021,Tampico,23,45,other,0.004975124378109453,baseline
2021,Tampico,23,45,sponge,0.09900497512437811,baseline
2021,Tampico,23,45,sand-rubble,0.6574626865671642,baseline
2021,Tampico,23,45,tools,0.050746268656716415,baseline
2021,Tampico,23,46,coral,0.00558659217877095,baseline
2021,Tampico,23,46,gorgonian,0.0011173184357541898,baseline
2021,Tampico,23,46,algae,0.0845437616387337,baseline
2021,Tampico,23,46,other,0.0011173184357541898,baseline
2021,Tampico,23,46,sponge,0.01564245810055866,baseline
2021,Tampico,23,46,sand-rubble,0.8817504655493482,baseline
2021,Tampico,23,46,tools,0.010242085661080074,baseline
2021,Tampico,23,47,coral,0.015733333333333332,baseline
2021,Tampico,23,47,gorgonian,0.0048,baseline
2021,Tampico,23,47,algae,0.2544,baseline
2021,Tampico,23,47,other,0.0026666666666666666,baseline
2021,Tampico,23,47,sponge,0.0384,baseline
2021,Tampico,23,47,sand-rubble,0.6701333333333334,baseline
2021,Tampico,23,47,seagrass,0.0010666666666666667,baseline
2021,Tampico,23,47,tools,0.0128,baseline
2021,Tampico,23,48,coral,0.006028368794326241,baseline
2021,Tampico,23,48,gorgonian,0.001950354609929078,baseline
2021,Tampico,23,48,algae,0.09787234042553192,baseline
2021,Tampico,23,48,other,0.0015957446808510637,baseline
2021,Tampico,23,48,sponge,0.012943262411347517,baseline
2021,Tampico,23,48,sand-rubble,0.8659574468085106,baseline
2021,Tampico,23,48,tools,0.013652482269503547,baseline
2021,Tampico,24,29,coral,0.04638047138047138,baseline
2021,Tampico,24,29,gorgonian,0.11473063973063972,baseline
2021,Tampico,24,29,algae,0.27996632996633,baseline
2021,Tampico,24,29,other,0.005218855218855219,baseline
2021,Tampico,24,29,sponge,0.22727272727272727,baseline
2021,Tampico,24,29,sand-rubble,0.25597643097643097,baseline
2021,Tampico,24,29,tools,0.07028619528619529,baseline
2021,Tampico,24,29,zoanthid,1.6835016835016836e-4,baseline
2021,Tampico,24,30,coral,0.025555555555555557,baseline
2021,Tampico,24,30,gorgonian,0.04888888888888889,baseline
2021,Tampico,24,30,algae,0.30083333333333334,baseline
2021,Tampico,24,30,other,5.555555555555556e-4,baseline
2021,Tampico,24,30,sponge,0.11638888888888889,baseline
2021,Tampico,24,30,sand-rubble,0.45472222222222225,baseline
2021,Tampico,24,30,tools,0.05305555555555556,baseline
2021,Tampico,24,31,coral,0.014047619047619048,baseline
2021,Tampico,24,31,gorgonian,0.023333333333333334,baseline
2021,Tampico,24,31,algae,0.39880952380952384,baseline
2021,Tampico,24,31,other,0.0019047619047619048,baseline
2021,Tampico,24,31,sponge,0.024761904761904763,baseline
2021,Tampico,24,31,sand-rubble,0.5233333333333333,baseline
2021,Tampico,24,31,tools,0.01380952380952381,baseline
2021,Tampico,24,32,coral,0.020437956204379562,baseline
2021,Tampico,24,32,gorgonian,0.038929440389294405,baseline
2021,Tampico,24,32,algae,0.2902676399026764,baseline
2021,Tampico,24,32,other,0.0021897810218978104,baseline
